1004

hql	jpql	1
('hql', 'more', 'jpql', '', '16886935', 'because hql is more or less superset of jpql it of course works also in hql\n')
('for-loop', 'neater', 'loops', '', '229915', 'putting the whole thing in a for-loop makes it neater and ensures that the iterating isread is called each loops\n')
('loops', 'more', 'for-loop', '', '12983538', 'a while loops makes more sense in this situation or a for-loop without initialization\n')
('for-loop', 'more time', 'loops', 'performance', '19792645', 'i have an expensive for-loop that is taking more time than it should due to dynamic casting overhead inside loops\n')
('for-loop', 'more', 'loops', '', '16254536', 'also the for-loop is more readable than the while loops because it puts all loops variable manipulation in one place\n')
('for-loop', 'more readable', 'loops', 'usability', '16254536', 'also the for-loop is more readable than the while loops because it puts all loops variable manipulation in one place\n')
('for-loop', 'more', 'loops', '', '19792645', 'i have an expensive for-loop that is taking more time than it should due to dynamic casting overhead inside loops\n')
('loops', 'version slower', 'for-loop', 'performance', '19186353', 'the nested loops version is the slower of the two due to the extra the interpreter overhead of the for-loop\n')
('loops', 'faster', 'for-loop', 'performance', '2481915', 'i ve done a small experiment as will be shown below and it looks like that a while loops is faster than a for-loop in perl\n')
('for-loop', 'faster', 'loops', 'performance', '21516498', 'also the native for-loop is faster than any other jquery loops method\n')
('for-loop', 'better', 'loops', '', '25207487', 'a for-loop fits better to your requirements than a while loops\n')
('loops', 'better', 'for-loop', '', '18211884', 'usually if you re going to consume all the elements of the iterator in a single loops it is better to use the for-loop approach and it will be better using the enhanced for-loop that already uses iterator behind the scenes\n')
('for-loop', 'more control', 'loops', 'usability', '20629151', 'i think you can best use the for-loop this gives you a little bit more control over loops\n')
('for-loop', 'typically several more', 'loops', '', '24598518', 'i noticed some time ago that a for-loop typically generates several more machine instructions than a while loops\n')
('loops', 'slower', 'for-loop', 'performance', '22775039', 'the other option is to use a foreach loops which is slightly slower than a for-loop but works almost equivalently for all practical purposes\n')
('loops', 'better', 'for-loop', '', '6710601', 'in this case i found while loops is better than for-loop because if i want to achieve the same in for-loop i have to assign the value of counter to another variable\n')
('for-loop', 'astronomically slower', 'loops', 'performance', '17539310', 'in my tests i found that one of the loops i tested titled for-loop is astronomically slower than the other loops\n')
('for-loop', 'more sense', 'loops', '', '18117449', 'additionally you should reset i each time you go through loops and a for-loop makes more sense than a while loops especially if you re using c99 as i can be declared within loops\n')
('for-loop', 'less', 'loops', '', '3875160', 'they are functionally identical however it can be argued that the for-loop is less error prone because all of loops functionality is right there together\n')
('loops', 'cleaner', 'for-loop', '', '5691164', 'your loops would be cleaner as a for-loop\n')
('for-loop', 'slower', 'loops', 'performance', '6839494', 'update i made some changes to my code but was already suspecting what others here have already pointed out sure the enhanced for-loop is slower but outside of very trivial tight loops the cost should be a miniscule fraction of the cost of the logic of loops\n')
('loops', 'quicker', 'for-loop', '', '7056431', 'in theory the while loops is quicker because the for-loop looks up the length attribute of foo every time though loops but in real-world use it s going to make an immeasurably small difference\n')
('loops', 'slower', 'for-loop', 'performance', '24249571', '-in the same laptop but using the hpc cluster of my department with 30 workers the parfor loops is much much slower than the for-loop and than the parfor loops using the local cluster with 12 workers\n')
('for-loop', 'more', 'loops', '', '20060585', 'a c-style for-loop has more flexibility but ultimately you can write an equivalent loops with python s while or c s while for that matter which touches not only on the â œone obvious wayâ principle but also â œsimple is better than complexâ amongst others\n')
('loops', 'better', 'for-loop', '', '6710601', 'but is there any specific situation when while loops is better than for-loop\n')
('for-loop', 'much faster', 'loops', 'performance', '8630885', 'because i heard that for-loop is much faster than foreach loops\n')
('for-loop', 'slower', 'loops', 'performance', '10689140', 'foreach can simplify the code in a for-loop but it is a heavy object and is slower than a loops written using for.\n')
